relation_id,implementation_id,mechanism_id,relation,evidence_basis,claim_class,notes
IM-001,I-001,M-01,Mitigates / observes,Project — confirmatory mechanism,Established — project mechanism,Rule-based v0.3 mapping; review during publication freeze.
IM-228,I-055,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-229,I-056,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-230,I-056,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-231,I-056,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-232,I-056,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-233,I-056,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-234,I-057,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-235,I-057,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-236,I-057,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-237,I-057,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-238,I-057,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-239,I-058,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-240,I-058,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-241,I-058,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-242,I-058,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-243,I-058,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-244,I-059,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-245,I-059,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-246,I-059,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-247,I-059,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-248,I-059,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-249,I-060,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-250,I-060,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-251,I-060,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-252,I-061,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-253,I-061,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-254,I-061,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-255,I-061,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-256,I-062,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-257,I-062,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-258,I-062,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-259,I-062,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-260,I-062,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-261,I-063,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-262,I-063,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-263,I-063,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-264,I-063,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-265,I-063,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-266,I-064,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-267,I-064,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-268,I-064,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-269,I-064,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-270,I-064,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-271,I-065,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-272,I-065,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-273,I-065,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-274,I-065,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-275,I-065,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-276,I-066,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-277,I-066,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-278,I-066,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-279,I-066,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-280,I-066,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-281,I-067,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-282,I-067,M-10,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-283,I-067,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-284,I-067,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-285,I-067,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-286,I-068,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-287,I-068,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-288,I-068,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-289,I-068,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-290,I-068,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-291,I-069,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-292,I-069,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-293,I-069,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-294,I-069,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-295,I-069,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-296,I-070,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-297,I-070,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-298,I-070,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-299,I-070,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-300,I-070,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-301,I-071,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-302,I-071,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-303,I-071,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-304,I-071,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-305,I-072,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-306,I-072,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-307,I-072,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-308,I-072,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-309,I-072,M-10,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-310,I-073,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-311,I-073,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-312,I-073,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-313,I-073,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-314,I-073,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-315,I-074,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-316,I-074,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-317,I-074,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-318,I-074,M-07,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-319,I-074,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-320,I-075,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-321,I-075,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-322,I-075,M-10,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-323,I-075,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-324,I-075,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-325,I-076,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-326,I-076,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-327,I-076,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-328,I-076,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-329,I-076,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-330,I-077,M-02,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-331,I-077,M-04,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-332,I-077,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-333,I-077,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-334,I-077,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-335,I-078,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-336,I-078,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-337,I-078,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-338,I-078,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-339,I-078,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-340,I-079,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-341,I-079,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-342,I-079,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-343,I-079,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-344,I-079,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-345,I-080,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-346,I-080,M-10,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-347,I-080,M-11,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-348,I-080,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-349,I-080,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-350,I-081,M-01,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-351,I-081,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-352,I-081,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-353,I-081,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-354,I-081,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-355,I-082,M-01,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-356,I-082,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-357,I-082,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-358,I-082,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-359,I-082,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-360,I-084,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-361,I-084,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-362,I-084,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-363,I-084,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-364,I-084,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-365,I-086,M-01,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-366,I-086,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-367,I-086,M-04,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-368,I-086,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-369,I-086,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-370,I-087,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-371,I-087,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-372,I-087,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-373,I-087,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-374,I-087,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-375,I-088,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-376,I-088,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-377,I-088,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-378,I-088,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-379,I-088,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-380,I-089,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-381,I-089,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-382,I-089,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-383,I-089,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-384,I-089,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-385,I-090,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-386,I-090,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-387,I-090,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-388,I-091,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-389,I-091,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-390,I-091,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-391,I-091,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-392,I-092,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-393,I-092,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-394,I-092,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-395,I-092,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-396,I-092,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-397,I-094,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-398,I-094,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-399,I-094,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-400,I-094,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-401,I-094,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-402,I-095,M-01,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-403,I-095,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-404,I-095,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-405,I-095,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-406,I-095,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-407,I-096,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-408,I-096,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-409,I-096,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-410,I-097,M-02,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-411,I-097,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-412,I-097,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-413,I-097,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-414,I-097,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-415,I-098,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-416,I-098,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-417,I-098,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-418,I-099,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-419,I-099,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-420,I-100,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-421,I-100,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-422,I-100,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-423,I-100,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-424,I-100,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-425,I-101,M-04,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-426,I-101,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-427,I-101,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-428,I-101,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-429,I-101,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-430,I-102,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-431,I-102,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-432,I-102,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-433,I-102,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-434,I-103,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-435,I-103,M-10,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-436,I-103,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-437,I-103,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-438,I-103,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-439,I-104,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-440,I-104,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-441,I-104,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-442,I-104,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-443,I-105,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-444,I-105,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-445,I-105,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-446,I-105,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-447,I-106,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-448,I-106,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-449,I-106,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-450,I-106,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-451,I-106,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-452,I-107,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-453,I-107,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-454,I-107,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
