priority,model_id,name,family,release_date,release_date_source,access_class,total_params_b,size_disclosure,identity_tier,canonical_slug,inclusion_basis,openrouter_url,hugging_face_id,hugging_face_url,provider_tag,provider_name,endpoint_name,quantization,zdr_eligible,seed_supported,reasoning_effort_supported,compatibility_lane,reasoning_effort,input_usd_per_million,output_usd_per_million,expected_target_cost_usd_120,maximum_target_cost_usd_120,expected_auxiliary_cost_usd_per_target,conservative_start_forecast_usd,secondary_ape_status,legacy_project_evidence,recommended_action,protocol_id,expected_samples_per_model,samples_per_category,candidate_status,source_plan_url
33,qwen/qwen3-235b-a22b-thinking-2507,Qwen: Qwen3 235B A22B Thinking 2507,qwen,2025-07-25,openrouter-model-created-at,open-weight,235.0,documented_total_parameters,original-weight-release-id,qwen/qwen3-235b-a22b-thinking-2507,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/qwen/qwen3-235b-a22b-thinking-2507,Qwen/Qwen3-235B-A22B-Thinking-2507,https://huggingface.co/Qwen/Qwen3-235B-A22B-Thinking-2507,novita/fp8,Novita,Novita | qwen/qwen3-235b-a22b-thinking-2507,fp8,True,True,False,seeded,,0.3,3.0,0.198,0.44064,0.1,0.5215,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
34,google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,Gemini 3.1,2026-02-19,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,google/gemini-3.1-pro-preview-20260219,hosted-google-frontier-release,https://openrouter.ai/google/gemini-3.1-pro-preview,,,google-vertex/global/flex,Google,Google | google/gemini-3.1-pro-preview-20260219,unknown,True,True,True,seeded,high,1.0,6.0,0.444,0.97728,0.1,0.952,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
35,moonshotai/kimi-k2.5,MoonshotAI: Kimi K2.5,Kimi K2,2026-01-27,project-frontier-registry,open-weight,1000.0,documented_total_parameters,original-weight-release-id,moonshotai/kimi-k2.5-0127,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/moonshotai/kimi-k2.5,moonshotai/Kimi-K2.5,https://huggingface.co/moonshotai/Kimi-K2.5,digitalocean,DigitalOcean,DigitalOcean | moonshotai/kimi-k2.5-0127,unknown,True,False,False,provider-unseeded,,0.5,2.7,0.2058,0.451776,0.1,0.53515,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
36,z-ai/glm-5,Z.ai: GLM 5,GLM 5,2026-02-12,project-frontier-registry,open-weight,744.0,documented_total_parameters,explicit-provider-snapshot,z-ai/glm-5-20260211,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/z-ai/glm-5,zai-org/GLM-5,https://huggingface.co/zai-org/GLM-5,siliconflow/fp8,SiliconFlow,SiliconFlow | z-ai/glm-5-20260211,fp8,True,False,False,provider-unseeded,,0.95,2.5500000000000003,0.2517,0.5413440000000002,0.1,0.615475,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
37,anthropic/claude-opus-4.6,Anthropic: Claude Opus 4.6,anthropic,2026-02-04,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,anthropic/claude-4.6-opus-20260205,hosted-anthropic-frontier-release,https://openrouter.ai/anthropic/claude-opus-4.6,,,amazon-bedrock,Amazon Bedrock,Amazon Bedrock | anthropic/claude-4.6-opus-20260205,unknown,True,False,True,provider-unseeded,max,5.0,25.0,1.95,4.272,0.1,3.5875,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
38,x-ai/grok-4.5,SpaceXAI: Grok 4.5,Grok 4,2026-07-16,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,x-ai/grok-4.5-20260708,hosted-x-ai-frontier-release,https://openrouter.ai/x-ai/grok-4.5,,,xai/zdr,xAI,xAI | x-ai/grok-4.5-20260708,unknown,True,True,True,seeded,high,2.0,6.0,0.564,1.21728,0.1,1.162,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
39,openai/o1,OpenAI: o1,openai,2024-12-17,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/o1-2024-12-17,hosted-openai-frontier-release,https://openrouter.ai/openai/o1,,,openai,OpenAI,OpenAI | openai/o1-2024-12-17,unknown,False,True,False,seeded,,15.0,60.0,5.04,10.9728,0.1,8.995,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
40,deepseek/deepseek-chat-v3.1,DeepSeek: DeepSeek V3.1,deepseek,2025-08-21,openrouter-model-created-at,open-weight,671.0,documented_total_parameters,original-weight-release-id,deepseek/deepseek-chat-v3.1,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/deepseek/deepseek-chat-v3.1,deepseek-ai/DeepSeek-V3.1,https://huggingface.co/deepseek-ai/DeepSeek-V3.1,novita/fp8,Novita,Novita | deepseek/deepseek-chat-v3.1,fp8,True,True,False,seeded,,0.27,1.0,0.0864,0.18768,0.1,0.3262,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
41,qwen/qwen3-vl-235b-a22b-instruct,Qwen: Qwen3 VL 235B A22B Instruct,qwen,2025-09-23,openrouter-model-created-at,open-weight,235.0,documented_total_parameters,original-weight-release-id,qwen/qwen3-vl-235b-a22b-instruct,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/qwen/qwen3-vl-235b-a22b-instruct,Qwen/Qwen3-VL-235B-A22B-Instruct,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Instruct,novita/bf16,Novita,Novita | qwen/qwen3-vl-235b-a22b-instruct,bf16,True,True,False,seeded,,0.3,1.5,0.117,0.25632,0.1,0.37975,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
42,google/gemini-3.5-flash,Google: Gemini 3.5 Flash,google,2026-05-19,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,google/gemini-3.5-flash-20260519,hosted-google-frontier-release,https://openrouter.ai/google/gemini-3.5-flash,,,google-vertex/global/flex,Google,Google | google/gemini-3.5-flash-20260519,unknown,True,True,True,seeded,high,0.75,4.5,0.333,0.73296,0.1,0.75775,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
43,moonshotai/kimi-k3,MoonshotAI: Kimi K3,Kimi K3,2026-07-22,project-frontier-registry,open-weight,2800.0,documented_total_parameters,explicit-provider-snapshot,moonshotai/kimi-k3-20260715,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/moonshotai/kimi-k3,moonshotai/Kimi-K3,https://huggingface.co/moonshotai/Kimi-K3,baseten/fp8,BaseTen,BaseTen | moonshotai/kimi-k3-20260715,fp8,True,False,True,provider-unseeded,max,3.0,15.0,1.17,2.5632,0.1,2.2225,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
44,anthropic/claude-sonnet-4.6,Anthropic: Claude Sonnet 4.6,anthropic,2026-02-17,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,anthropic/claude-4.6-sonnet-20260217,hosted-anthropic-frontier-release,https://openrouter.ai/anthropic/claude-sonnet-4.6,,,amazon-bedrock/global,Amazon Bedrock,Amazon Bedrock | anthropic/claude-4.6-sonnet-20260217,unknown,True,False,True,provider-unseeded,max,3.0,15.0,1.17,2.5632,0.1,2.2225,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
45,x-ai/grok-4.6,SpaceXAI: Grok 4.6,x-ai,2026-08-12,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,x-ai/grok-4.6-20260810,hosted-x-ai-frontier-release,https://openrouter.ai/x-ai/grok-4.6,,,xai/zdr,xAI,xAI | x-ai/grok-4.6-20260810,unknown,True,True,True,seeded,xhigh,2.0,6.0,0.564,1.21728,0.1,1.162,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
46,openai/gpt-oss-120b,OpenAI: gpt-oss-120b,openai,2025-08-05,openrouter-model-created-at,open-weight,120.0,documented_total_parameters,original-weight-release-id,openai/gpt-oss-120b,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/openai/gpt-oss-120b,openai/gpt-oss-120b,https://huggingface.co/openai/gpt-oss-120b,deepinfra/bf16,DeepInfra,DeepInfra | openai/gpt-oss-120b,bf16,True,True,True,seeded,high,0.037,0.16999999999999998,0.01362,0.0297696,0.1,0.198835,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
47,deepseek/deepseek-v3.2,DeepSeek: DeepSeek V3.2,DeepSeek V3,2025-12-01,project-frontier-registry,open-weight,671.0,documented_total_parameters,explicit-provider-snapshot,deepseek/deepseek-v3.2-20251201,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/deepseek/deepseek-v3.2,deepseek-ai/DeepSeek-V3.2,https://huggingface.co/deepseek-ai/DeepSeek-V3.2,novita/fp8,Novita,Novita | deepseek/deepseek-v3.2-20251201,fp8,True,True,False,seeded,,0.26899999999999996,0.39999999999999997,0.05387999999999998,0.11371199999999998,0.1,0.26929,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
48,qwen/qwen3-vl-235b-a22b-thinking,Qwen: Qwen3 VL 235B A22B Thinking,qwen,2025-09-23,openrouter-model-created-at,open-weight,235.0,documented_total_parameters,original-weight-release-id,qwen/qwen3-vl-235b-a22b-thinking,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/qwen/qwen3-vl-235b-a22b-thinking,Qwen/Qwen3-VL-235B-A22B-Thinking,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Thinking,novita/bf16,Novita,Novita | qwen/qwen3-vl-235b-a22b-thinking,bf16,True,True,False,seeded,,0.98,3.95,0.3309,0.720576,0.1,0.754075,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
49,google/gemini-3.6-flash,Google: Gemini 3.6 Flash,Gemini 3.6,2026-07-21,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,google/gemini-3.6-flash-20260721,hosted-google-frontier-release,https://openrouter.ai/google/gemini-3.6-flash,,,google-vertex/global/flex,Google,Google | google/gemini-3.6-flash-20260721,unknown,True,True,True,seeded,high,0.375,1.875,0.14625,0.3204,0.1,0.4309375,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
50,anthropic/claude-opus-4.8,Anthropic: Claude Opus 4.8,anthropic,2026-05-27,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,anthropic/claude-4.8-opus-20260528,hosted-anthropic-frontier-release,https://openrouter.ai/anthropic/claude-opus-4.8,,,amazon-bedrock,Amazon Bedrock,Amazon Bedrock | anthropic/claude-4.8-opus-20260528,unknown,True,False,True,provider-unseeded,max,5.0,25.0,1.95,4.272,0.1,3.5875,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
51,openai/gpt-5,OpenAI: GPT-5,GPT-5,2025-08-07,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/gpt-5-2025-08-07,hosted-openai-frontier-release,https://openrouter.ai/openai/gpt-5,,,openai/default,OpenAI,OpenAI | openai/gpt-5-2025-08-07,unknown,False,True,True,seeded,high,1.25,10.0,0.69,1.5288,0.1,1.3825,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
52,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash 0423,deepseek,2026-04-24,openrouter-model-created-at,open-weight,284.0,documented_total_parameters,explicit-provider-snapshot,deepseek/deepseek-v4-flash-20260423,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/deepseek/deepseek-v4-flash,deepseek-ai/DeepSeek-V4-Flash,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,siliconflow/fp8,SiliconFlow,SiliconFlow | deepseek/deepseek-v4-flash-20260423,fp8,True,False,True,provider-unseeded,xhigh,0.13,0.28,0.03072,0.06560640000000001,0.1,0.22876,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
53,qwen/qwen3.5-397b-a17b,Qwen: Qwen3.5 397B A17B,Qwen 3.5,2026-02-16,project-frontier-registry,open-weight,397.0,documented_total_parameters,explicit-provider-snapshot,qwen/qwen3.5-397b-a17b-20260216,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/qwen/qwen3.5-397b-a17b,Qwen/Qwen3.5-397B-A17B,https://huggingface.co/Qwen/Qwen3.5-397B-A17B,parasail/fp8,Parasail,Parasail | qwen/qwen3.5-397b-a17b-20260216,fp8,True,True,False,seeded,,0.5,3.5999999999999996,0.2544,0.562368,0.1,0.6202,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
54,google/gemini-3.7-flash,Google: Gemini 3.7 Flash,google,2026-08-13,openrouter-model-created-at,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,google/gemini-3.7-flash-20260813,hosted-google-frontier-release,https://openrouter.ai/google/gemini-3.7-flash,,,google-vertex/global/flex,Google,Google | google/gemini-3.7-flash-20260813,unknown,True,True,True,seeded,high,0.1875,0.9375,0.073125,0.1602,0.1,0.30296875,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
55,anthropic/claude-fable-5,Anthropic: Claude Fable 5,Claude 5,2026-06-09,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,anthropic/claude-5-fable-20260609,hosted-anthropic-frontier-release,https://openrouter.ai/anthropic/claude-fable-5,,,amazon-bedrock,Amazon Bedrock,Amazon Bedrock | anthropic/claude-5-fable-20260609,unknown,False,False,True,provider-unseeded,max,10.0,50.0,3.9,8.544,0.1,7.0,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
56,openai/gpt-5.2,OpenAI: GPT-5.2,GPT-5,2025-12-11,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/gpt-5.2-20251211,hosted-openai-frontier-release,https://openrouter.ai/openai/gpt-5.2,,,openai/flex,OpenAI,OpenAI | openai/gpt-5.2-20251211,unknown,False,True,True,seeded,xhigh,0.875,7.0,0.483,1.07016,0.1,1.02025,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
57,deepseek/deepseek-v4-flash-0731,DeepSeek: DeepSeek V4 Flash 0731,DeepSeek V4,2026-04-24,project-frontier-registry,open-weight,284.0,documented_total_parameters,explicit-provider-snapshot,deepseek/deepseek-v4-flash-20260731,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/deepseek/deepseek-v4-flash-0731,deepseek-ai/DeepSeek-V4-Flash-0731,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-0731,morph/bf16,Morph,Morph | deepseek/deepseek-v4-flash-20260731,bf16,True,True,True,seeded,max,0.079,0.27799999999999997,0.024491999999999996,0.05312064,0.1,0.217861,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
58,qwen/qwen3.5-122b-a10b,Qwen: Qwen3.5-122B-A10B,qwen,2026-02-25,openrouter-model-created-at,open-weight,122.0,documented_total_parameters,explicit-provider-snapshot,qwen/qwen3.5-122b-a10b-20260224,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/qwen/qwen3.5-122b-a10b,Qwen/Qwen3.5-122B-A10B,https://huggingface.co/Qwen/Qwen3.5-122B-A10B,novita/bf16,Novita,Novita | qwen/qwen3.5-122b-a10b-20260224,bf16,True,True,False,seeded,,0.39999999999999997,3.1999999999999997,0.22079999999999997,0.48921599999999993,0.1,0.5614,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
59,anthropic/claude-sonnet-5,Anthropic: Claude Sonnet 5,Claude 5,2026-06-30,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,anthropic/claude-sonnet-5-20260630,hosted-anthropic-frontier-release,https://openrouter.ai/anthropic/claude-sonnet-5,,,amazon-bedrock/global,Amazon Bedrock,Amazon Bedrock | anthropic/claude-sonnet-5-20260630,unknown,True,False,True,provider-unseeded,max,2.0,10.0,0.78,1.7088,0.1,1.54,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
60,openai/gpt-5.4,OpenAI: GPT-5.4,GPT-5,2026-03-05,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/gpt-5.4-20260305,hosted-openai-frontier-release,https://openrouter.ai/openai/gpt-5.4,,,openai/flex,OpenAI,OpenAI | openai/gpt-5.4-20260305,unknown,False,True,True,seeded,xhigh,1.25,7.5,0.555,1.2216,0.1,1.14625,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
61,deepseek/deepseek-v4-pro,DeepSeek: DeepSeek V4 Pro 0423,DeepSeek V4,2026-04-24,project-frontier-registry,open-weight,1600.0,documented_total_parameters,explicit-provider-snapshot,deepseek/deepseek-v4-pro-20260423,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/deepseek/deepseek-v4-pro,deepseek-ai/DeepSeek-V4-Pro,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro,coreweave/fp8,CoreWeave,CoreWeave | deepseek/deepseek-v4-pro-20260423,fp8,True,True,True,seeded,xhigh,1.15,2.5500000000000003,0.2757,0.5893440000000001,0.1,0.657475,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
62,qwen/qwen3.8-2.4t-a95b,Qwen: Qwen3.8 2.4T A95B,qwen,2026-08-12,openrouter-model-created-at,open-weight,2400.0,documented_total_parameters,explicit-provider-snapshot,qwen/qwen3.8-2.4t-a95b-20260812,open-weight-original-lab-total-parameters-ge-100b,https://openrouter.ai/qwen/qwen3.8-2.4t-a95b,Qwen/Qwen3.8-2.4T-A95B,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B,siliconflow/fp8,SiliconFlow,SiliconFlow | qwen/qwen3.8-2.4t-a95b-20260812,fp8,True,False,True,provider-unseeded,xhigh,2.0,6.0,0.564,1.21728,0.1,1.162,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
63,anthropic/claude-opus-5,Claude Opus 5,Claude 5,2026-07-24,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,anthropic/claude-opus-5-20260723,hosted-anthropic-frontier-release,https://openrouter.ai/anthropic/claude-opus-5,,,amazon-bedrock,Amazon Bedrock,Amazon Bedrock | anthropic/claude-opus-5-20260723,unknown,True,False,True,provider-unseeded,max,5.0,25.0,1.95,4.272,0.1,3.5875,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
64,openai/gpt-5.6-luna,OpenAI: GPT-5.6 Luna,GPT-5.6,2026-07-09,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/gpt-5.6-luna-20260709,hosted-openai-frontier-release,https://openrouter.ai/openai/gpt-5.6-luna,,,openai/flex,OpenAI,OpenAI | openai/gpt-5.6-luna-20260709,unknown,False,True,True,seeded,max,0.09999999999999999,0.6,0.0444,0.097728,0.1,0.2527,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
65,openai/gpt-5.6-sol,OpenAI: GPT-5.6 Sol,GPT-5.6,2026-07-09,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/gpt-5.6-sol-20260709,hosted-openai-frontier-release,https://openrouter.ai/openai/gpt-5.6-sol,,,openai/flex,OpenAI,OpenAI | openai/gpt-5.6-sol-20260709,unknown,False,True,True,seeded,max,1.0,5.0,0.39,0.8544,0.1,0.8575,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
66,openai/gpt-5.6-terra,OpenAI: GPT-5.6 Terra,GPT-5.6,2026-07-09,project-frontier-registry,hosted,,undisclosed_or_not_bound_in_frozen_plan,explicit-provider-snapshot,openai/gpt-5.6-terra-20260709,hosted-openai-frontier-release,https://openrouter.ai/openai/gpt-5.6-terra,,,openai/flex,OpenAI,OpenAI | openai/gpt-5.6-terra-20260709,unknown,False,True,True,seeded,max,1.0,6.0,0.444,0.97728,0.1,0.952,eligible_no_exact_secondary_ape_in_frozen_ledger,,run_primary_v0.2,atb-ape120-primary-20260825-v0.2,120,20,frozen_candidate_queue,https://github.com/apolmig/agencytransfer/blob/5a7ab5a1868802b7ce91afc2d85c3a9221428cfc/evals/config/ape120-primary-v0.2.json
